CustomerID,Churn,Gender,AgeGroup,CityTier,MaritalStatus,PreferredLoginDevice,PreferedOrderCat,Tenure,WarehouseToHome,HourSpendOnApp,OrderCount,OrderAmountHikeFromlastYear,DaySinceLastOrder,NumberOfStreamerFollowed,SatisfactionScore,Complain,CouponUsed,DiscountAmount,CouponFlag,TenureGroup,AppUsageLevel,StreamerGroup,LastOrderGroup,R_score,F_score,G_score,RFG_Score,RFG_Level,Cluster,Persona,RiskScore,RiskLevel,ActionPriority,ContactFrequency,Action,Channel,PrimaryKPI,SecondaryKPI,OfferIntensity
54675,1,Male,4,1,Single,Pad,Mobile Phone,1.0,10.0,4.0,10,12.0,8.0,3,5,1,6,158,Used,0-6M,Very High,0-3,8-14D,1,5,1,7,低RFG综合表现,3,优惠敏感用户,5,高风险,P2-自动化召回,48小时内优先触达,门槛券、阶梯满减券，控制无门槛补贴,优惠券中心、APP推送,优惠券增量核销率,单笔增量订单补贴成本,视用户价值配置挽留权益
54676,0,Male,5,1,Married,Pad,Mobile Phone,9.0,10.0,3.0,2,19.0,1.0,3,3,0,2,138,Used,6-12M,High,0-3,0-3D,5,4,5,14,高RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
54677,0,Male,2,1,Married,Mobile Phone,Mobile Phone,1.0,11.0,3.0,2,17.0,3.0,4,5,0,1,153,Used,0-6M,High,4-6,0-3D,3,4,4,11,中RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
54678,0,Male,2,3,Married,Mobile Phone,Laptop & Accessory,1.0,15.0,3.0,2,23.0,3.0,2,4,0,2,174,Used,0-6M,High,0-3,0-3D,3,4,5,12,高RFG综合表现,0,基础培育用户,3,中风险,P2-自动化召回,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
54679,0,Female,5,3,Single,Mobile Phone,Laptop & Accessory,12.0,14.0,3.0,2,21.0,6.0,2,1,0,2,165,Used,6-12M,High,0-3,4-7D,2,4,5,11,中RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
54680,0,Male,6,1,Married,Pad,Mobile Phone,3.0,7.0,4.0,3,19.0,9.0,3,1,0,1,152,Used,0-6M,Very High,0-3,8-14D,1,4,5,10,中RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
54681,0,Male,2,3,Married,Mobile Phone,Laptop & Accessory,22.0,9.0,3.0,3,13.0,3.0,5,4,0,1,206,Used,1-2Y,High,4-6,0-3D,3,4,2,9,中RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
54682,0,Female,2,3,Married,Pad,Laptop & Accessory,1.0,10.0,4.0,2,21.0,5.0,3,1,1,2,171,Used,0-6M,Very High,0-3,4-7D,2,4,5,11,中RFG综合表现,2,主播互动风险用户,5,高风险,P2-自动化召回,48小时内优先触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,视用户价值配置挽留权益
54683,0,Male,2,1,Single,Mobile Phone,Mobile Phone,11.0,17.0,4.0,2,18.0,1.0,5,1,0,2,172,Used,6-12M,Very High,4-6,0-3D,5,4,4,13,高RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
54684,0,Male,2,1,Married,Mobile Phone,Mobile Phone,24.0,35.0,4.0,4,12.0,9.0,3,3,1,1,157,Used,1-2Y,Very High,0-3,8-14D,1,5,1,7,低RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
54685,0,Female,5,1,Single,Mobile Phone,Fashion,8.0,16.0,3.0,8,15.0,3.0,3,4,0,5,211,Used,6-12M,High,0-3,0-3D,3,5,3,11,中RFG综合表现,3,优惠敏感用户,2,低风险,P4-常规维护,常规触达,门槛券、阶梯满减券，控制无门槛补贴,优惠券中心、APP推送,优惠券增量核销率,单笔增量订单补贴成本,无额外补贴
54686,1,Female,4,3,Single,Mobile Phone,Laptop & Accessory,1.0,10.0,4.0,3,15.0,1.0,11,3,0,2,171,Used,0-6M,Very High,7+,0-3D,5,4,3,12,高RFG综合表现,2,主播互动风险用户,3,中风险,P2-自动化召回,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
54687,0,Female,5,1,Single,Mobile Phone,Laptop & Accessory,13.0,9.0,4.0,12,12.0,11.0,3,3,0,2,171,Used,1-2Y,Very High,0-3,8-14D,1,5,1,7,低RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
54688,0,Male,4,3,Single,Mobile Phone,Laptop & Accessory,6.0,17.0,3.0,2,13.0,9.0,3,1,0,2,179,Used,0-6M,High,0-3,8-14D,1,4,2,7,低RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
54689,1,Male,4,3,Married,Pad,Laptop & Accessory,14.0,15.0,3.0,2,15.0,4.0,5,3,1,1,193,Used,1-2Y,High,4-6,4-7D,2,4,3,9,中RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
54690,0,Female,2,1,Single,Mobile Phone,Laptop & Accessory,12.0,7.0,3.0,2,14.0,9.0,2,1,0,1,201,Used,6-12M,High,0-3,8-14D,1,4,3,8,中RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
54691,0,Female,4,1,Married,Mobile Phone,Fashion,1.0,7.0,4.0,2,12.0,8.0,3,5,0,1,199,Used,0-6M,Very High,0-3,8-14D,1,4,1,6,低RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
54692,0,Female,4,1,Single,Mobile Phone,Fashion,6.0,10.0,3.0,2,16.0,8.0,5,1,0,7,237,Used,0-6M,High,4-6,8-14D,1,4,4,9,中RFG综合表现,3,优惠敏感用户,2,低风险,P4-常规维护,常规触达,门槛券、阶梯满减券，控制无门槛补贴,优惠券中心、APP推送,优惠券增量核销率,单笔增量订单补贴成本,无额外补贴
54693,0,Male,4,3,Single,Mobile Phone,Laptop & Accessory,21.0,21.0,3.0,2,13.0,8.0,4,5,0,2,175,Used,1-2Y,High,4-6,8-14D,1,4,2,7,低RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
54694,0,Male,5,3,Married,Pad,Fashion,14.0,12.0,3.0,2,22.0,3.0,7,5,1,1,230,Used,1-2Y,High,7+,0-3D,3,4,5,12,高RFG综合表现,1,长期忠诚用户,3,中风险,P2-自动化召回,7天内触达1次,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,低成本定向权益
54695,0,Male,2,1,Married,Mobile Phone,Grocery,27.0,14.0,3.0,2,20.0,4.0,5,3,0,1,273,Used,2Y+,High,4-6,4-7D,2,4,5,11,中RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
54696,0,Male,5,2,Married,Mobile Phone,Others,15.0,17.0,4.0,13,15.0,7.0,5,1,0,4,316,Used,1-2Y,Very High,4-6,4-7D,2,5,3,10,中RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
54697,0,Male,4,3,Single,Mobile Phone,Laptop & Accessory,31.0,23.0,3.0,3,15.0,3.0,10,5,0,3,179,Used,2Y+,High,7+,0-3D,3,4,3,10,中RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
54698,0,Male,4,1,Married,Pad,Fashion,1.0,17.0,3.0,2,22.0,3.0,3,5,0,1,213,Used,0-6M,High,0-3,0-3D,3,4,5,12,高RFG综合表现,0,基础培育用户,3,中风险,P2-自动化召回,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
54699,0,Male,5,2,Married,Mobile Phone,Others,15.0,7.0,3.0,3,15.0,11.0,3,3,0,2,317,Used,1-2Y,High,0-3,8-14D,1,4,3,8,中RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
54700,0,Male,4,3,Married,Mobile Phone,Mobile Phone,24.0,15.0,3.0,3,16.0,3.0,9,4,0,1,164,Used,1-2Y,High,7+,0-3D,3,4,4,11,中RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
54701,1,Female,6,1,Single,Mobile Phone,Mobile Phone,1.0,7.0,4.0,4,14.0,8.0,9,4,1,2,147,Used,0-6M,Very High,7+,8-14D,1,5,3,9,中RFG综合表现,2,主播互动风险用户,5,高风险,P2-自动化召回,48小时内优先触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,视用户价值配置挽留权益
54702,0,Female,2,1,Married,Pad,Fashion,13.0,15.0,4.0,2,15.0,6.0,11,5,0,1,242,Used,1-2Y,Very High,7+,4-7D,2,4,3,9,中RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
54703,0,Female,4,1,Single,Mobile Phone,Fashion,12.0,7.0,3.0,2,15.0,1.0,6,3,1,1,204,Used,6-12M,High,4-6,0-3D,5,4,3,12,高RFG综合表现,2,主播互动风险用户,4,高风险,P1-重点挽留,48小时内优先触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,视用户价值配置挽留权益
54704,0,Male,6,1,Single,Pad,Mobile Phone,18.0,31.0,3.0,2,15.0,5.0,4,3,0,1,162,Used,1-2Y,High,4-6,4-7D,2,4,3,9,中RFG综合表现,0,基础培育用户,1,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
54705,0,Female,4,3,Married,Pad,Grocery,21.0,10.0,3.0,12,13.0,14.0,11,3,1,1,263,Used,1-2Y,High,7+,8-14D,1,5,2,8,中RFG综合表现,1,长期忠诚用户,3,中风险,P3-持续培育,7天内触达1次,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,低成本定向权益
54706,0,Male,4,3,Married,Mobile Phone,Laptop & Accessory,4.0,34.0,4.0,8,24.0,8.0,9,1,0,3,178,Used,0-6M,Very High,7+,8-14D,1,5,5,11,中RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
54707,0,Male,4,3,Single,Mobile Phone,Mobile Phone,3.0,17.0,4.0,2,12.0,1.0,3,3,0,2,151,Used,0-6M,Very High,0-3,0-3D,5,4,1,10,中RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
54708,1,Male,2,1,Married,Pad,Mobile Phone,6.0,26.0,3.0,3,13.0,3.0,8,3,1,1,153,Used,0-6M,High,7+,0-3D,3,4,2,9,中RFG综合表现,2,主播互动风险用户,4,高风险,P2-自动化召回,48小时内优先触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,视用户价值配置挽留权益
54709,0,Male,5,3,Married,Pad,Laptop & Accessory,17.0,22.0,3.0,3,19.0,3.0,5,1,0,2,193,Used,1-2Y,High,4-6,0-3D,3,4,5,12,高RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
54710,0,Female,4,1,Single,Mobile Phone,Laptop & Accessory,8.0,15.0,4.0,5,12.0,4.0,5,3,0,1,186,Used,6-12M,Very High,4-6,4-7D,2,5,1,8,中RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
54711,0,Male,4,1,Married,Mobile Phone,Mobile Phone,1.0,16.0,3.0,2,15.0,3.0,3,5,0,2,150,Used,0-6M,High,0-3,0-3D,3,4,3,10,中RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
54712,0,Female,2,2,Married,Mobile Phone,Laptop & Accessory,13.0,10.0,3.0,4,16.0,7.0,11,4,0,1,189,Used,1-2Y,High,7+,4-7D,2,5,4,11,中RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
54713,0,Male,4,1,Married,Mobile Phone,Grocery,33.0,16.0,3.0,2,12.0,2.0,9,1,0,1,236,Used,2Y+,High,7+,0-3D,4,4,1,9,中RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
54714,0,Female,5,1,Single,Mobile Phone,Mobile Phone,14.0,9.0,3.0,3,21.0,4.0,2,1,1,1,148,Used,1-2Y,High,0-3,4-7D,2,4,5,11,中RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
54715,0,Female,5,1,Single,Mobile Phone,Laptop & Accessory,1.0,14.0,3.0,2,20.0,8.0,10,5,0,2,193,Used,0-6M,High,7+,8-14D,1,4,5,10,中RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
54716,0,Male,4,3,Married,Mobile Phone,Mobile Phone,3.0,17.0,3.0,3,15.0,3.0,3,4,0,3,148,Used,0-6M,High,0-3,0-3D,3,4,3,10,中RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
54717,0,Male,4,1,Single,Mobile Phone,Laptop & Accessory,27.0,13.0,3.0,3,18.0,3.0,4,1,0,3,150,Used,2Y+,High,4-6,0-3D,3,4,4,11,中RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
54718,0,Female,4,1,Married,Pad,Laptop & Accessory,9.0,9.0,4.0,2,12.0,1.0,4,5,0,2,176,Used,6-12M,Very High,4-6,0-3D,5,4,1,10,中RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
54719,0,Male,4,1,Married,Pad,Laptop & Accessory,6.0,31.0,4.0,5,16.0,8.0,3,1,0,2,178,Used,0-6M,Very High,0-3,8-14D,1,5,4,10,中RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
54720,0,Male,4,1,Married,Mobile Phone,Mobile Phone,12.0,9.0,4.0,2,14.0,2.0,8,3,1,1,156,Used,6-12M,Very High,7+,0-3D,4,4,3,11,中RFG综合表现,2,主播互动风险用户,4,高风险,P2-自动化召回,48小时内优先触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,视用户价值配置挽留权益
54721,0,Female,4,1,Married,Mobile Phone,Laptop & Accessory,8.0,15.0,3.0,2,15.0,1.0,5,5,0,2,176,Used,6-12M,High,4-6,0-3D,5,4,3,12,高RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
54722,0,Male,5,3,Married,Mobile Phone,Grocery,26.0,10.0,3.0,2,15.0,17.0,3,5,0,2,294,Used,2Y+,High,0-3,15D+,1,4,3,8,中RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
54723,1,Male,4,1,Single,Mobile Phone,Mobile Phone,1.0,7.0,4.0,8,14.0,9.0,3,1,1,7,152,Used,0-6M,Very High,0-3,8-14D,1,5,3,9,中RFG综合表现,3,优惠敏感用户,5,高风险,P2-自动化召回,48小时内优先触达,门槛券、阶梯满减券，控制无门槛补贴,优惠券中心、APP推送,优惠券增量核销率,单笔增量订单补贴成本,视用户价值配置挽留权益
54724,0,Female,4,3,Single,Mobile Phone,Laptop & Accessory,1.0,33.0,3.0,2,24.0,5.0,3,1,0,1,187,Used,0-6M,High,0-3,4-7D,2,4,5,11,中RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
54725,0,Male,6,3,Single,Mobile Phone,Laptop & Accessory,19.0,9.0,3.0,4,14.0,2.0,2,3,0,2,191,Used,1-2Y,High,0-3,0-3D,4,5,3,12,高RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
54726,0,Male,2,1,Single,Mobile Phone,Mobile Phone,1.0,17.0,4.0,2,19.0,3.0,3,3,0,1,160,Used,0-6M,Very High,0-3,0-3D,3,4,5,12,高RFG综合表现,2,主播互动风险用户,3,中风险,P2-自动化召回,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
54727,1,Female,2,3,Single,Pad,Laptop & Accessory,11.0,34.0,4.0,2,13.0,4.0,6,3,1,1,189,Used,6-12M,Very High,4-6,4-7D,2,4,2,8,中RFG综合表现,2,主播互动风险用户,4,高风险,P2-自动化召回,48小时内优先触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,视用户价值配置挽留权益
54728,0,Male,4,3,Single,Mobile Phone,Laptop & Accessory,8.0,9.0,3.0,2,23.0,5.0,3,1,0,1,188,Used,6-12M,High,0-3,4-7D,2,4,5,11,中RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
54729,1,Male,4,1,Married,Mobile Phone,Others,19.0,9.0,4.0,2,14.0,5.0,7,5,1,2,324,Used,1-2Y,Very High,7+,4-7D,2,4,3,9,中RFG综合表现,1,长期忠诚用户,3,中风险,P3-持续培育,7天内触达1次,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,低成本定向权益
54730,0,Male,5,3,Single,Pad,Fashion,13.0,15.0,4.0,2,16.0,10.0,3,5,0,1,201,Used,1-2Y,Very High,0-3,8-14D,1,4,4,9,中RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
54731,0,Male,4,1,Married,Pad,Mobile Phone,26.0,26.0,3.0,2,19.0,3.0,2,1,0,2,168,Used,2Y+,High,0-3,0-3D,3,4,5,12,高RFG综合表现,1,长期忠诚用户,1,低风险,P4-常规维护,常规触达,会员权益、新品优先购、积分激励,会员中心、站内信,30日复购率,会员留存率,无额外补贴
54732,0,Female,6,1,Married,Pad,Mobile Phone,1.0,7.0,4.0,3,15.0,1.0,5,1,0,3,169,Used,0-6M,Very High,4-6,0-3D,5,4,3,12,高RFG综合表现,2,主播互动风险用户,3,中风险,P2-自动化召回,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
54733,0,Female,4,1,Married,Mobile Phone,Laptop & Accessory,3.0,34.0,4.0,2,13.0,2.0,6,3,0,1,168,Used,0-6M,Very High,4-6,0-3D,4,4,2,10,中RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
54734,1,Male,5,3,Single,Mobile Phone,Laptop & Accessory,1.0,15.0,3.0,2,18.0,3.0,8,5,0,1,178,Used,0-6M,High,7+,0-3D,3,4,4,11,中RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
54735,0,Female,2,1,Single,Mobile Phone,Mobile Phone,8.0,7.0,4.0,2,17.0,4.0,4,1,0,2,158,Used,6-12M,Very High,4-6,4-7D,2,4,4,10,中RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
54736,0,Female,4,1,Married,Mobile Phone,Laptop & Accessory,28.0,26.0,4.0,2,12.0,5.0,11,5,1,1,180,Used,2Y+,Very High,7+,4-7D,2,4,1,7,低RFG综合表现,2,主播互动风险用户,3,中风险,P3-持续培育,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
54737,0,Male,4,3,Married,Pad,Laptop & Accessory,1.0,15.0,3.0,2,20.0,2.0,2,1,0,2,168,Used,0-6M,High,0-3,0-3D,4,4,5,13,高RFG综合表现,0,基础培育用户,3,中风险,P2-自动化召回,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
54738,0,Female,4,1,Married,Mobile Phone,Mobile Phone,11.0,17.0,3.0,5,14.0,4.0,2,5,1,5,153,Used,6-12M,High,0-3,4-7D,2,5,3,10,中RFG综合表现,3,优惠敏感用户,4,高风险,P2-自动化召回,48小时内优先触达,门槛券、阶梯满减券，控制无门槛补贴,优惠券中心、APP推送,优惠券增量核销率,单笔增量订单补贴成本,视用户价值配置挽留权益
54739,0,Female,2,1,Single,Pad,Laptop & Accessory,12.0,9.0,4.0,5,13.0,13.0,8,5,1,1,185,Used,6-12M,Very High,7+,8-14D,1,5,2,8,中RFG综合表现,2,主播互动风险用户,4,高风险,P2-自动化召回,48小时内优先触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,视用户价值配置挽留权益
54740,0,Female,5,1,Single,Mobile Phone,Mobile Phone,8.0,9.0,3.0,2,12.0,4.0,3,5,0,2,169,Used,6-12M,High,0-3,4-7D,2,4,1,7,低RFG综合表现,0,基础培育用户,2,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
54741,0,Female,4,3,Married,Mobile Phone,Mobile Phone,9.0,15.0,4.0,2,17.0,3.0,3,1,0,2,151,Used,6-12M,Very High,0-3,0-3D,3,4,4,11,中RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
54742,0,Male,6,1,Married,Mobile Phone,Mobile Phone,4.0,7.0,3.0,2,22.0,3.0,5,3,0,2,163,Used,0-6M,High,4-6,0-3D,3,4,5,12,高RFG综合表现,2,主播互动风险用户,3,中风险,P2-自动化召回,7天内触达1次,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,低成本定向权益
54743,0,Female,2,1,Married,Pad,Laptop & Accessory,14.0,9.0,3.0,4,25.0,8.0,3,4,0,1,167,Used,1-2Y,High,0-3,8-14D,1,5,5,11,中RFG综合表现,0,基础培育用户,1,低风险,P4-常规维护,常规触达,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,无额外补贴
54744,0,Female,4,3,Married,Mobile Phone,Laptop & Accessory,8.0,15.0,4.0,2,18.0,3.0,7,5,0,2,190,Used,6-12M,Very High,7+,0-3D,3,4,4,11,中RFG综合表现,2,主播互动风险用户,2,低风险,P4-常规维护,常规触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,无额外补贴
54745,0,Male,4,1,Married,Pad,Others,16.0,15.0,4.0,15,15.0,10.0,3,1,0,6,309,Used,1-2Y,Very High,0-3,8-14D,1,5,3,9,中RFG综合表现,3,优惠敏感用户,1,低风险,P4-常规维护,常规触达,门槛券、阶梯满减券，控制无门槛补贴,优惠券中心、APP推送,优惠券增量核销率,单笔增量订单补贴成本,无额外补贴
54746,1,Male,2,1,Married,Mobile Phone,Mobile Phone,1.0,13.0,4.0,2,22.0,1.0,3,5,1,1,141,Used,0-6M,Very High,0-3,0-3D,5,4,5,14,高RFG综合表现,2,主播互动风险用户,5,高风险,P1-重点挽留,48小时内优先触达,主播回访直播、粉丝专享权益、同主播商品推荐,直播预约提醒、主播粉丝群,直播回访率,主播推荐复购率,视用户价值配置挽留权益
54747,0,Male,5,1,Married,Pad,Mobile Phone,1.0,16.0,3.0,2,12.0,1.0,3,4,0,1,152,Used,0-6M,High,0-3,0-3D,5,4,1,10,中RFG综合表现,0,基础培育用户,3,中风险,P3-持续培育,7天内触达1次,新手任务、二单激励、核心品类推荐,APP首页、站内信,7日留存率,二单转化率,低成本定向权益
