CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,MaritalStatus,AgeGroup,Gender,HourSpendOnApp,OrderCount,OrderAmountHikeFromlastYear,DaySinceLastOrder,PreferedOrderCat,NumberOfStreamerFollowed,SatisfactionScore,Complain,CouponUsed,DiscountAmount
54459,0,13,Pad,1,25,Married,2,Male,3,2,19,1,Mobile Phone,6,1,0,2,162
54460,0,25,Mobile Phone,1,9,Married,6,Male,3,2,19,3,Laptop & Accessory,7,4,0,1,180
54461,0,15,Mobile Phone,3,9,Single,4,Male,3,2,20,5,Grocery,3,4,0,,285
54462,0,1,Phone,3,17,Single,5,Female,4,2,13,1,Mobile Phone,3,3,0,1,137
54463,0,2,Mobile Phone,1,23,Single,2,Male,4,2,20,8,Laptop & Accessory,2,5,0,1,182
54464,0,5,Mobile Phone,3,14,Married,2,Male,4,8,12,8,Laptop & Accessory,6,1,0,4,194
54465,0,13,Mobile Phone,1,7,Married,2,Male,3,4,18,,Fashion,2,1,0,2,221
54466,0,13,Pad,1,31,Married,4,Female,3,2,16,9,Laptop & Accessory,9,4,0,2,182
54467,0,6,Mobile Phone,3,14,Married,5,Male,4,5,15,9,Laptop & Accessory,3,3,0,4,180
54468,0,12,Mobile Phone,1,32,Married,5,Female,3,,18,2,Fashion,5,4,0,1,246
54469,0,31,Pad,1,7,Married,6,Male,3,2,14,3,Laptop & Accessory,4,3,1,2,182
54470,0,5,Mobile Phone,1,12,Married,4,Male,3,2,13,4,Mobile Phone,2,1,1,2,173
54471,0,5,Mobile Phone,2,9,Married,5,Male,4,2,13,1,Laptop & Accessory,5,5,0,1,189
54472,0,19,Pad,1,14,Married,4,Male,4,10,19,12,Fashion,3,5,0,3,177
54473,0,5,Mobile Phone,1,9,Married,4,Male,3,3,19,3,Mobile Phone,2,1,1,3,152
54474,0,7,Pad,1,12,Married,4,Female,4,,12,9,Fashion,8,4,0,8,244
54475,0,1,Mobile Phone,1,17,Married,4,Male,4,12,,11,Grocery,3,5,1,2,296
54476,0,17,Pad,1,17,Single,4,Female,3,2,20,8,Mobile Phone,2,1,0,1,150
54477,0,23,Mobile Phone,1,7,Single,5,Female,3,2,13,8,Grocery,9,3,1,,265
54478,1,16,Mobile Phone,1,15,Married,5,Male,3,8,16,8,Laptop & Accessory,4,4,0,8,174
54479,0,1,Mobile Phone,1,12,Single,4,Female,3,2,13,3,Mobile Phone,3,4,1,1,150
54480,0,6,Mobile Phone,3,15,Married,5,Female,4,12,12,10,Laptop & Accessory,3,4,1,12,177
54481,0,1,Mobile Phone,3,9,Single,4,Male,4,2,12,5,Laptop & Accessory,3,3,1,1,170
54482,0,5,Mobile Phone,3,14,Married,4,Male,4,2,13,8,Laptop & Accessory,6,1,0,1,200
54483,0,6,Mobile Phone,1,9,Single,2,Female,4,2,17,8,Laptop & Accessory,9,1,0,1,176
54484,1,1,Mobile Phone,1,9,Married,6,Male,3,3,14,3,Mobile Phone,7,1,1,2,160
54485,0,4,Mobile Phone,1,35,Married,4,Female,4,2,14,10,Laptop & Accessory,3,1,0,2,183
54486,0,5,Pad,1,14,Married,5,Female,3,9,25,,Fashion,3,3,0,8,214
54487,0,13,Pad,1,14,Married,5,Male,3,14,,4,Others,3,1,0,7,318
54488,1,3,Mobile Phone,3,10,Married,4,Female,3,2,19,1,Laptop & Accessory,6,3,1,2,177
54489,0,7,Pad,3,17,Single,5,Male,3,2,15,2,Laptop & Accessory,5,1,0,2,172
54490,0,21,Mobile Phone,1,12,Married,4,Male,3,2,,2,Others,6,3,0,2,308
54491,0,17,Pad,1,17,Married,5,Female,3,2,12,1,Laptop & Accessory,3,3,0,2,178
54492,0,1,Pad,3,7,Married,4,Male,4,2,14,5,Laptop & Accessory,2,4,1,1,188
54493,0,28,Pad,1,27,Single,4,Female,3,2,13,4,Laptop & Accessory,5,3,0,1,174
54494,0,17,Mobile Phone,1,14,Married,4,Female,3,2,17,,Fashion,10,5,0,2,225
54495,0,19,Mobile Phone,1,15,Married,4,Male,4,10,15,9,Laptop & Accessory,11,1,0,9,162
54496,0,14,Mobile Phone,3,7,Married,6,Male,3,2,23,3,Laptop & Accessory,4,1,1,2,200
54497,1,1,Phone,1,15,Married,6,Male,4,2,12,8,Mobile Phone,3,5,1,1,146
54498,0,3,Mobile Phone,1,16,Single,5,Male,2,3,18,3,Mobile Phone,2,1,0,2,165
54499,0,4,Mobile Phone,3,12,Married,5,Female,2,2,14,3,Laptop & Accessory,3,3,0,2,186
54500,0,1,Mobile Phone,3,15,Married,4,Female,3,2,19,8,Laptop & Accessory,3,4,0,1,187
54501,0,11,Mobile Phone,1,12,Married,4,Male,4,2,17,5,Laptop & Accessory,9,1,0,2,188
54502,0,12,Mobile Phone,1,22,Married,5,Male,4,,15,10,Fashion,2,1,1,3,240
54503,0,5,Mobile Phone,1,14,Single,4,Female,3,5,15,11,Fashion,3,1,1,5,196
54504,0,3,Mobile Phone,3,17,Married,5,Female,3,2,15,8,Laptop & Accessory,3,4,1,2,208
54505,0,9,Mobile Phone,1,12,Single,4,Male,4,2,14,14,Fashion,2,4,0,2,206
54506,0,1,Mobile Phone,1,33,Married,4,Male,3,2,13,3,Mobile Phone,3,1,0,1,154
54507,0,15,Mobile Phone,1,13,Single,5,Male,4,2,16,3,Laptop & Accessory,8,4,1,2,185
54508,0,21,Pad,3,11,Single,4,Male,4,2,20,1,Laptop & Accessory,5,3,0,1,155
54509,0,16,Mobile Phone,1,30,Single,4,Female,3,2,15,1,Grocery,4,1,0,,285
54510,0,3,Pad,3,9,Married,4,Male,4,2,15,3,Laptop & Accessory,3,3,0,2,171
54511,0,16,Mobile Phone,2,9,Married,4,Male,3,2,12,1,Mobile Phone,2,3,1,2,152
54512,0,6,Phone,1,9,Married,4,Female,4,2,14,8,Mobile Phone,3,4,0,1,149
54513,0,22,Mobile Phone,3,36,Married,4,Female,4,,22,1,Fashion,5,3,0,1,250
54514,0,11,Mobile Phone,1,13,Married,2,Male,3,7,14,8,Laptop & Accessory,6,5,1,7,185
54515,0,4,Pad,3,32,Married,4,Female,3,3,13,3,Laptop & Accessory,9,3,1,3,172
54516,0,1,Mobile Phone,3,7,Married,4,Male,3,8,18,8,Laptop & Accessory,3,3,0,1,178
54517,0,16,Mobile Phone,1,9,Single,5,Male,4,2,24,1,Laptop & Accessory,5,1,0,2,193
54518,1,1,Pad,3,7,Single,5,Female,4,2,12,3,Mobile Phone,3,4,1,2,147
54519,0,13,Pad,3,7,Single,4,Female,3,2,16,1,Laptop & Accessory,6,1,0,2,192
54520,0,13,Pad,3,10,Married,5,Male,3,2,12,,Fashion,6,1,0,1,222
54521,0,31,Mobile Phone,1,7,Married,4,Male,3,2,12,3,Laptop & Accessory,4,3,0,1,193
54522,0,14,Phone,1,17,Married,2,Female,3,2,14,8,Mobile Phone,5,3,1,1,147
54523,0,1,Pad,3,16,Single,4,Male,3,3,25,3,Mobile Phone,3,1,0,3,151
54524,1,1,Mobile Phone,3,12,Single,4,Female,3,2,14,1,Mobile Phone,3,3,1,1,154
54525,0,11,Mobile Phone,1,17,Married,4,Female,4,2,21,4,Mobile Phone,8,5,0,2,160
54526,0,23,Pad,1,14,Married,4,Female,2,2,15,1,Laptop & Accessory,4,3,0,2,178
54527,1,5,Pad,3,11,Single,4,Male,3,8,19,,Laptop & Accessory,3,4,0,5,219
54528,0,24,Mobile Phone,1,17,Single,5,Male,4,2,16,,Fashion,8,1,0,2,230
54529,1,4,Mobile Phone,3,29,Married,5,Male,4,2,13,1,Laptop & Accessory,4,3,1,2,189
54530,0,5,Mobile Phone,1,16,Single,5,Male,3,3,17,3,Mobile Phone,2,4,1,3,152
54531,1,1,Mobile Phone,3,19,Single,2,Female,3,2,16,1,Mobile Phone,3,4,0,1,152
54532,0,3,Phone,1,30,Single,4,Male,3,2,17,3,Mobile Phone,11,1,0,1,147
54533,0,9,Mobile Phone,1,16,Single,5,Male,4,2,20,1,Laptop & Accessory,11,4,0,1,190
54534,0,1,Mobile Phone,1,7,Married,4,Male,3,2,12,5,Mobile Phone,3,4,0,1,163
54535,0,2,Mobile Phone,3,16,Single,4,Male,4,2,17,8,Laptop & Accessory,3,1,0,2,178
54536,0,23,Mobile Phone,1,14,Single,5,Male,3,,25,1,Fashion,10,3,0,2,235
54537,0,25,Mobile Phone,3,21,Married,4,Female,3,2,12,8,Laptop & Accessory,6,1,0,2,174
54538,0,13,Mobile Phone,1,9,Married,4,Female,4,3,14,3,Mobile Phone,6,3,0,3,150
54539,1,1,Pad,3,26,Single,2,Male,4,2,14,5,Laptop & Accessory,10,1,1,1,178
54540,0,29,Mobile Phone,1,9,Single,4,Female,4,2,14,3,Grocery,4,1,1,,292
54541,0,1,Mobile Phone,3,17,Married,4,Female,4,2,13,4,Laptop & Accessory,3,3,1,1,168
54542,0,4,Mobile Phone,3,9,Married,4,Male,4,2,19,1,Mobile Phone,3,4,0,2,150
54543,1,1,Pad,1,10,Single,4,Male,4,2,23,5,Mobile Phone,2,5,0,1,156
54544,0,1,Phone,1,18,Married,4,Female,3,2,14,3,Mobile Phone,3,4,0,2,147
54545,0,13,Mobile Phone,3,9,Married,5,Male,4,10,14,1,Fashion,3,3,0,9,201
54546,1,1,Pad,1,11,Single,4,Male,3,2,24,1,Mobile Phone,11,1,1,2,148
54547,0,11,Mobile Phone,1,21,Married,4,Female,4,13,13,18,Mobile Phone,3,5,0,11,155
54548,0,14,Mobile Phone,3,9,Married,4,Female,3,2,13,4,Laptop & Accessory,9,4,0,1,182
54549,0,16,Mobile Phone,1,7,Married,4,Female,4,2,17,3,Mobile Phone,5,5,0,1,151
54550,0,11,Mobile Phone,1,17,Single,4,Male,3,2,13,2,Laptop & Accessory,4,4,1,1,167
54551,0,17,Mobile Phone,1,19,Married,5,Male,3,4,12,10,Grocery,3,4,0,,268
54552,0,14,Mobile Phone,1,9,Married,5,Female,4,2,23,1,Laptop & Accessory,8,3,0,2,159
54553,0,28,Mobile Phone,1,12,Married,4,Male,3,2,,3,Others,6,5,0,2,319
54554,0,8,Pad,3,11,Married,4,Female,4,2,16,3,Laptop & Accessory,11,3,0,1,190
54555,0,5,Mobile Phone,1,14,Married,4,Female,3,4,13,13,Laptop & Accessory,3,5,0,4,168
54556,0,17,Pad,1,28,Married,4,Male,4,2,21,3,Mobile Phone,9,1,0,2,148
54557,0,17,Mobile Phone,1,15,Married,4,Female,4,2,15,3,Laptop & Accessory,6,3,1,2,170
54558,0,1,Mobile Phone,3,11,Single,5,Female,4,2,12,4,Laptop & Accessory,3,1,1,1,170
54559,0,11,Pad,1,32,Married,4,Female,4,11,16,8,Laptop & Accessory,5,3,1,5,169
54560,0,5,Phone,1,7,Married,5,Male,4,4,13,3,Mobile Phone,3,5,0,4,147
54561,0,13,Pad,1,7,Married,4,Male,3,2,,7,Others,3,3,1,1,317
54562,0,33,Pad,3,13,Married,2,Female,3,,12,8,Grocery,11,5,0,7,257
54563,0,4,Mobile Phone,3,19,Single,4,Female,3,5,12,5,Laptop & Accessory,2,3,0,4,191
54564,0,15,Mobile Phone,3,7,Married,2,Male,3,2,17,8,Fashion,3,5,0,2,209
54565,0,2,Mobile Phone,1,24,Married,4,Male,4,2,13,9,Laptop & Accessory,3,5,0,1,171
54566,1,1,Mobile Phone,1,10,Married,4,Male,4,2,14,3,Mobile Phone,7,5,0,2,165
54567,0,26,Mobile Phone,1,10,Married,5,Male,3,2,15,5,Fashion,4,3,1,2,205
54568,0,19,Mobile Phone,1,17,Married,4,Male,4,2,22,3,Mobile Phone,5,1,0,1,152
54569,0,26,Mobile Phone,1,11,Married,4,Female,2,2,14,5,Grocery,4,1,0,,291
54570,0,16,Pad,1,36,Married,4,Female,4,2,12,3,Laptop & Accessory,4,3,0,2,171
54571,0,4,Mobile Phone,1,9,Single,6,Female,3,2,21,3,Laptop & Accessory,4,1,0,2,186
54572,0,31,Mobile Phone,1,14,Married,4,Female,3,12,,11,Others,7,5,0,2,321
54573,0,23,Mobile Phone,1,25,Married,4,Female,3,2,15,9,Laptop & Accessory,4,3,0,2,173
54574,0,16,Pad,1,35,Married,5,Female,3,2,12,5,Laptop & Accessory,2,1,0,1,170
54575,1,1,Mobile Phone,3,7,Single,4,Female,4,2,17,5,Mobile Phone,3,4,1,1,157
54576,1,1,Pad,3,13,Married,6,Female,3,2,17,1,Mobile Phone,2,3,0,1,149
54577,0,12,Pad,1,9,Married,4,Male,3,2,24,1,Mobile Phone,3,1,1,2,142
54578,0,14,Mobile Phone,3,9,Married,4,Female,4,2,,13,Others,2,3,0,2,305
54579,0,1,Mobile Phone,1,30,Married,4,Female,3,2,23,3,Mobile Phone,3,1,0,1,154
54580,0,4,Pad,1,10,Married,4,Male,3,2,16,5,Mobile Phone,6,1,0,2,146
54581,0,3,Mobile Phone,1,10,Married,5,Male,4,,19,8,Fashion,3,3,0,1,244
54582,1,1,Mobile Phone,1,32,Married,5,Female,4,2,17,2,Mobile Phone,7,4,0,2,150
54583,1,1,Mobile Phone,2,9,Single,5,Male,3,2,13,1,Mobile Phone,3,1,0,1,151
54584,0,4,Pad,3,29,Married,4,Female,4,8,12,9,Fashion,2,5,0,4,209
54585,0,31,Mobile Phone,3,36,Married,5,Male,3,2,13,1,Grocery,5,1,0,,266
54586,0,24,Mobile Phone,1,36,Married,5,Male,3,16,,8,Grocery,2,3,0,16,295
54587,0,4,Pad,1,9,Single,4,Female,3,7,15,8,Mobile Phone,2,1,0,2,151
54588,0,31,Pad,3,35,Married,5,Female,4,14,20,,Fashion,6,5,0,4,228
54589,0,21,Mobile Phone,1,9,Married,4,Female,4,2,14,5,Laptop & Accessory,7,1,0,1,176
54590,0,23,Mobile Phone,1,9,Married,4,Male,3,2,,2,Grocery,8,3,0,2,304
54591,0,9,Mobile Phone,1,29,Single,6,Male,3,5,16,4,Mobile Phone,2,3,0,2,167
54592,0,28,Mobile Phone,1,6,Single,4,Female,3,2,12,1,Laptop & Accessory,9,3,0,1,163
54593,0,8,Mobile Phone,1,9,Married,5,Male,4,6,13,8,Mobile Phone,5,3,0,4,153
54594,0,6,Mobile Phone,3,17,Married,5,Female,4,2,20,,Fashion,4,1,1,1,216
54595,0,5,Mobile Phone,1,16,Married,4,Male,3,2,26,9,Fashion,3,4,0,1,231
54596,1,1,Mobile Phone,1,22,Married,4,Male,3,8,13,8,Fashion,9,3,1,,261
54597,1,1,Mobile Phone,1,17,Married,6,Male,3,2,14,4,Mobile Phone,9,1,0,1,159
54598,0,4,Mobile Phone,3,14,Single,4,Male,3,2,15,3,Mobile Phone,2,4,0,1,155
54599,0,9,Mobile Phone,1,23,Married,4,Male,4,2,13,1,Fashion,6,3,1,1,201
54600,1,1,Pad,1,27,Married,4,Male,4,2,13,,Fashion,5,3,0,2,223
54601,1,1,Pad,2,30,Married,4,Female,3,2,16,,Fashion,11,5,1,2,225
54602,0,16,Pad,1,12,Married,4,Male,4,3,18,1,Mobile Phone,6,3,0,1,146
54603,0,13,Pad,3,17,Single,4,Male,3,10,15,,Fashion,3,1,0,9,225
54604,1,1,Pad,1,11,Single,5,Male,4,2,17,3,Mobile Phone,7,3,0,1,164
54605,0,22,Mobile Phone,3,9,Married,4,Female,3,7,15,8,Laptop & Accessory,4,1,0,7,166
54606,0,29,Mobile Phone,3,25,Single,4,Female,3,8,,9,Grocery,5,4,0,2,293
54607,0,15,Pad,3,17,Single,4,Male,3,2,15,11,Laptop & Accessory,9,1,0,1,187
54608,0,9,Mobile Phone,3,7,Married,4,Male,3,7,12,10,Laptop & Accessory,11,3,0,1,172
54609,0,14,Mobile Phone,1,13,Single,4,Female,4,,16,14,Grocery,9,3,0,5,257
54610,0,13,Pad,1,15,Married,4,Female,3,2,12,8,Mobile Phone,3,3,0,2,163
54611,0,5,Mobile Phone,3,9,Single,4,Male,4,2,14,6,Laptop & Accessory,6,1,1,2,191
54612,0,16,Mobile Phone,1,31,Married,4,Male,3,6,22,9,Fashion,3,5,1,6,199
54613,0,19,Mobile Phone,3,9,Married,4,Male,4,4,20,8,Laptop & Accessory,2,4,0,4,173
54614,1,1,Pad,2,24,Married,4,Female,3,2,12,1,Mobile Phone,2,3,1,1,152
54615,0,3,Mobile Phone,1,26,Married,4,Male,3,2,13,3,Laptop & Accessory,6,1,0,2,168
54616,0,7,Mobile Phone,1,7,Married,2,Female,4,2,20,6,Grocery,6,3,0,,287
54617,0,5,Mobile Phone,3,14,Married,5,Male,3,,22,2,Fashion,11,1,0,2,241
54618,1,1,Pad,3,12,Single,4,Male,4,2,15,1,Mobile Phone,3,4,1,2,144
54619,0,14,Pad,3,35,Married,6,Male,3,,16,2,Fashion,5,5,0,1,234
54620,0,15,Pad,1,9,Single,5,Female,4,2,18,8,Laptop & Accessory,4,3,1,1,193
54621,0,1,Mobile Phone,3,36,Married,4,Male,3,2,13,1,Laptop & Accessory,7,3,0,1,168
54622,0,9,Mobile Phone,3,7,Single,4,Female,4,2,17,4,Laptop & Accessory,3,3,0,2,174
54623,0,8,Mobile Phone,3,28,Single,2,Male,4,6,13,8,Laptop & Accessory,3,1,0,1,178
54624,1,1,Phone,1,31,Single,6,Male,4,2,19,1,Mobile Phone,3,1,1,1,148
54625,0,11,Mobile Phone,1,7,Single,4,Female,3,2,18,3,Fashion,6,1,0,2,200
54626,0,23,Pad,1,25,Married,4,Female,3,2,12,,Fashion,7,3,0,1,230
54627,0,15,Mobile Phone,3,9,Married,4,Female,4,12,17,9,Grocery,9,5,0,,291
54628,0,11,Pad,3,16,Married,4,Male,4,8,14,,Fashion,3,4,0,2,213
54629,0,26,Mobile Phone,1,13,Married,4,Male,4,7,13,10,Laptop & Accessory,5,5,1,3,181
54630,1,1,Pad,3,18,Married,2,Male,3,2,13,3,Laptop & Accessory,10,3,0,2,172
54631,0,1,Pad,3,31,Married,4,Male,3,3,14,2,Mobile Phone,2,1,0,2,149
54632,0,12,Mobile Phone,1,17,Married,4,Female,4,2,20,,Laptop & Accessory,5,3,0,1,223
54633,0,11,Mobile Phone,1,7,Married,4,Female,4,5,13,4,Laptop & Accessory,8,4,0,5,189
54634,0,23,Mobile Phone,1,25,Married,5,Male,3,2,,10,Others,3,3,1,2,320
54635,0,1,Mobile Phone,1,30,Married,2,Male,3,2,12,5,Mobile Phone,3,1,1,1,152
54636,0,1,Mobile Phone,3,35,Married,4,Male,4,2,21,5,Laptop & Accessory,3,4,0,1,188
54637,0,1,Phone,1,24,Married,5,Male,4,2,22,1,Mobile Phone,3,4,0,2,146
54638,0,24,Pad,2,10,Married,4,Male,4,11,,8,Others,3,4,0,2,307
54639,0,1,Phone,3,20,Married,4,Male,3,2,12,7,Mobile Phone,3,3,0,2,146
54640,1,1,Pad,1,14,Married,4,Female,3,2,17,3,Mobile Phone,3,3,1,1,154
54641,1,1,Pad,3,19,Married,5,Male,4,2,19,1,Mobile Phone,3,5,0,2,145
54642,0,8,Mobile Phone,1,7,Married,5,Male,3,2,14,4,Mobile Phone,3,1,1,2,161
54643,1,1,Mobile Phone,3,20,Married,4,Male,3,2,18,3,Laptop & Accessory,4,5,0,1,167
54644,0,9,Mobile Phone,1,32,Single,5,Male,3,2,15,3,Laptop & Accessory,6,1,0,2,162
54645,0,5,Mobile Phone,3,13,Married,2,Male,4,6,23,8,Laptop & Accessory,6,1,0,6,180
54646,0,1,Phone,1,13,Married,5,Female,4,2,13,4,Mobile Phone,2,3,0,1,147
54647,0,11,Mobile Phone,3,9,Married,4,Male,4,2,12,,Laptop & Accessory,6,3,1,1,221
54648,0,1,Mobile Phone,1,7,Single,5,Female,3,2,14,1,Mobile Phone,3,4,0,1,153
54649,0,16,Mobile Phone,1,9,Married,4,Female,3,3,14,3,Laptop & Accessory,3,1,0,1,166
54650,0,17,Mobile Phone,1,13,Married,5,Male,3,2,15,1,Grocery,6,1,1,,291
54651,0,12,Mobile Phone,1,7,Single,4,Female,3,2,18,1,Mobile Phone,5,5,0,1,151
54652,0,17,Pad,1,16,Married,4,Male,4,5,14,8,Laptop & Accessory,5,3,1,2,182
54653,0,22,Mobile Phone,1,7,Married,5,Female,3,2,12,3,Grocery,9,5,0,,279
54654,0,18,Mobile Phone,2,7,Single,5,Female,3,2,12,3,Laptop & Accessory,6,3,0,2,185
54655,0,8,Mobile Phone,3,21,Married,4,Female,3,2,19,7,Mobile Phone,3,3,1,2,151
54656,1,1,Mobile Phone,3,9,Married,4,Male,3,2,12,3,Mobile Phone,2,5,0,2,155
54657,0,1,Mobile Phone,3,29,Single,4,Male,3,2,12,3,Mobile Phone,3,3,0,1,159
54658,0,18,Mobile Phone,1,10,Married,4,Male,3,2,,2,Others,6,1,1,1,320
54659,0,1,Mobile Phone,1,13,Married,4,Male,4,3,21,3,Mobile Phone,2,3,0,2,153
54660,0,7,Mobile Phone,3,15,Married,4,Male,3,2,13,3,Laptop & Accessory,2,3,0,1,196
54661,0,6,Mobile Phone,1,16,Married,4,Female,4,2,13,6,Laptop & Accessory,3,1,1,2,188
54662,0,4,Pad,1,10,Married,4,Female,4,2,21,1,Mobile Phone,3,3,0,2,146
54663,0,27,Mobile Phone,3,7,Single,4,Female,3,9,21,11,Laptop & Accessory,9,5,0,5,209
54664,0,8,Mobile Phone,1,7,Married,4,Male,3,9,13,9,Mobile Phone,3,1,0,2,152
54665,1,9,Pad,3,33,Married,4,Female,4,2,15,1,Laptop & Accessory,4,5,0,1,168
54666,0,1,Mobile Phone,1,13,Married,4,Female,4,2,14,3,Mobile Phone,3,1,1,1,81
54667,0,11,Mobile Phone,1,10,Married,4,Male,3,8,16,,Fashion,3,3,0,8,219
54668,0,3,Mobile Phone,3,10,Married,4,Female,4,2,15,3,Laptop & Accessory,3,3,0,1,181
54669,0,9,Mobile Phone,1,13,Single,6,Male,3,12,14,9,Laptop & Accessory,3,1,0,1,191
54670,0,7,Pad,1,13,Married,4,Male,2,5,24,8,Laptop & Accessory,5,1,0,4,202
54671,0,28,Mobile Phone,2,26,Married,4,Male,3,,16,2,Fashion,4,4,0,3,232
54672,0,13,Mobile Phone,1,16,Married,5,Male,3,2,12,,Laptop & Accessory,4,4,1,1,213
54673,0,1,Phone,1,10,Single,5,Male,3,2,14,2,Mobile Phone,2,1,0,2,145
54674,1,1,Phone,1,17,Single,4,Male,3,2,12,2,Household,3,3,1,2,135
54675,1,1,Pad,1,10,Single,4,Male,4,10,12,8,Mobile Phone,3,5,1,6,158
54676,0,9,Pad,1,10,Married,5,Male,3,2,19,1,Mobile Phone,3,3,0,2,138
54677,0,1,Mobile Phone,1,11,Married,2,Male,3,2,17,3,Mobile Phone,4,5,0,1,153
54678,0,1,Mobile Phone,3,15,Married,2,Male,3,2,23,3,Laptop & Accessory,2,4,0,2,174
54679,0,12,Mobile Phone,3,14,Single,5,Female,3,2,21,6,Laptop & Accessory,2,1,0,2,165
54680,0,3,Pad,1,7,Married,6,Male,4,3,19,9,Mobile Phone,3,1,0,1,152
54681,0,22,Mobile Phone,3,9,Married,2,Male,3,3,13,3,Laptop & Accessory,5,4,0,1,206
54682,0,1,Pad,3,10,Married,2,Female,4,2,21,5,Laptop & Accessory,3,1,1,2,171
54683,0,11,Mobile Phone,1,17,Single,2,Male,4,2,18,1,Mobile Phone,5,1,0,2,172
54684,0,24,Mobile Phone,1,35,Married,2,Male,4,4,12,9,Mobile Phone,3,3,1,1,157
54685,0,8,Mobile Phone,1,16,Single,5,Female,3,8,15,,Fashion,3,4,0,5,211
54686,1,1,Mobile Phone,3,10,Single,4,Female,4,3,15,1,Laptop & Accessory,11,3,0,2,171
54687,0,13,Mobile Phone,1,9,Single,5,Female,4,12,12,11,Laptop & Accessory,3,3,0,2,171
54688,0,6,Mobile Phone,3,17,Single,4,Male,3,2,13,9,Laptop & Accessory,3,1,0,2,179
54689,1,14,Pad,3,15,Married,4,Male,3,2,15,4,Laptop & Accessory,5,3,1,1,193
54690,0,12,Mobile Phone,1,7,Single,2,Female,3,2,14,9,Laptop & Accessory,2,1,0,1,201
54691,0,1,Mobile Phone,1,7,Married,4,Female,4,2,12,8,Fashion,3,5,0,1,199
54692,0,6,Mobile Phone,1,10,Single,4,Female,3,,16,8,Fashion,5,1,0,7,237
54693,0,21,Mobile Phone,3,21,Single,4,Male,3,2,13,8,Laptop & Accessory,4,5,0,2,175
54694,0,14,Pad,3,12,Married,5,Male,3,2,22,,Fashion,7,5,1,1,230
54695,0,27,Mobile Phone,1,14,Married,2,Male,3,2,20,4,Grocery,5,3,0,,273
54696,0,15,Mobile Phone,2,17,Married,5,Male,4,13,,7,Others,5,1,0,4,316
54697,0,31,Mobile Phone,3,23,Single,4,Male,3,3,15,3,Laptop & Accessory,10,5,0,3,179
54698,0,1,Pad,1,17,Married,4,Male,3,2,22,,Fashion,3,5,0,1,213
54699,0,15,Mobile Phone,2,7,Married,5,Male,3,3,,11,Others,3,3,0,2,317
54700,0,24,Mobile Phone,3,15,Married,4,Male,3,3,16,3,Mobile Phone,9,4,0,1,164
54701,1,1,Phone,1,7,Single,6,Female,4,4,14,8,Mobile Phone,9,4,1,2,147
54702,0,13,Pad,1,15,Married,2,Female,4,,15,6,Fashion,11,5,0,1,242
54703,0,12,Mobile Phone,1,7,Single,4,Female,3,2,15,1,Fashion,6,3,1,1,204
54704,0,18,Pad,1,31,Single,6,Male,3,2,15,5,Mobile Phone,4,3,0,1,162
54705,0,21,Pad,3,10,Married,4,Female,3,12,13,14,Grocery,11,3,1,,263
54706,0,4,Mobile Phone,3,34,Married,4,Male,4,8,24,8,Laptop & Accessory,9,1,0,3,178
54707,0,3,Mobile Phone,3,17,Single,4,Male,4,2,12,1,Mobile Phone,3,3,0,2,151
54708,1,6,Pad,1,26,Married,2,Male,3,3,13,3,Mobile Phone,8,3,1,1,153
54709,0,17,Pad,3,22,Married,5,Male,3,3,19,3,Laptop & Accessory,5,1,0,2,193
54710,0,8,Mobile Phone,1,15,Single,4,Female,4,5,12,4,Laptop & Accessory,5,3,0,1,186
54711,0,1,Mobile Phone,1,16,Married,4,Male,3,2,15,3,Mobile Phone,3,5,0,2,150
54712,0,13,Mobile Phone,2,10,Married,2,Female,3,4,16,7,Laptop & Accessory,11,4,0,1,189
54713,0,33,Mobile Phone,1,16,Married,4,Male,3,,12,2,Grocery,9,1,0,1,236
54714,0,14,Phone,1,9,Single,5,Female,3,3,21,4,Mobile Phone,2,1,1,1,148
54715,0,1,Mobile Phone,1,14,Single,5,Female,3,2,20,8,Laptop & Accessory,10,5,0,2,193
54716,0,3,Phone,3,17,Married,4,Male,3,3,15,3,Mobile Phone,3,4,0,3,148
54717,0,27,Phone,1,13,Single,4,Male,3,3,18,3,Laptop & Accessory,4,1,0,3,150
54718,0,9,Pad,1,9,Married,4,Female,4,2,12,1,Laptop & Accessory,4,5,0,2,176
54719,0,6,Pad,1,31,Married,4,Male,4,5,16,8,Laptop & Accessory,3,1,0,2,178
54720,0,12,Mobile Phone,1,9,Married,4,Male,4,2,14,2,Mobile Phone,8,3,1,1,156
54721,0,8,Mobile Phone,1,15,Married,4,Female,3,2,15,1,Laptop & Accessory,5,5,0,2,176
54722,0,26,Mobile Phone,3,10,Married,5,Male,3,2,,17,Grocery,3,5,0,2,294
54723,1,1,Mobile Phone,1,7,Single,4,Male,4,8,14,9,Mobile Phone,3,1,1,7,152
54724,0,1,Mobile Phone,3,33,Single,4,Female,3,2,24,5,Laptop & Accessory,3,1,0,1,187
54725,0,19,Mobile Phone,3,9,Single,6,Male,3,4,14,2,Laptop & Accessory,2,3,0,2,191
54726,0,1,Mobile Phone,1,17,Single,2,Male,4,2,19,3,Mobile Phone,3,3,0,1,160
54727,1,11,Pad,3,34,Single,2,Female,4,2,13,4,Laptop & Accessory,6,3,1,1,189
